Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
124356766,000000AA,false,Rx,0,8,5B,51,07,00,B8,0B,94,00,
124357005,000000A8,false,Rx,0,8,FE,01,21,E0,21,1F,0F,04,
124357233,000000A9,false,Rx,0,8,EA,01,79,DF,1D,C7,E0,21,
124357454,000000BA,false,Rx,0,7,08,FF,0F,00,00,53,81,00,
124357686,000001D2,false,Rx,0,5,78,0C,8F,40,F0,00,00,00,
124360174,000000B6,false,Rx,0,5,08,08,80,00,C8,00,00,00,
124360401,000000C4,false,Rx,0,7,D1,FD,FC,00,00,FF,F1,00,
124360621,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
124360842,0000019E,false,Rx,0,8,00,E0,3F,FC,FE,41,05,01,
124361062,000001A0,false,Rx,0,8,00,80,00,B0,FF,FF,8F,62,
124361291,000002B2,false,Rx,0,8,05,05,05,05,50,00,00,04,
124361512,000001A6,false,Rx,0,8,61,F0,DB,ED,28,F3,B0,F8,
124361732,00000374,false,Rx,0,5,00,FB,00,FC,FD,00,00,00,
124361952,000004A9,false,Rx,0,8,30,42,FF,FF,FF,FF,FF,FF,
124366739,000000AA,false,Rx,0,8,5C,52,07,00,B8,0B,94,00,
124366958,000000A8,false,Rx,0,8,FF,02,21,E0,21,1F,0F,04,
124367180,000000A9,false,Rx,0,8,EB,02,79,DF,1D,C7,E0,21,
124367408,000000BA,false,Rx,0,7,08,FF,0F,00,00,54,82,00,
124370210,000000C4,false,Rx,0,7,D1,FD,FC,00,00,FF,F1,00,
124370215,0000031D,false,Rx,0,2,00,FE,00,00,00,00,00,00,
124370442,000000C8,false,Rx,0,6,D3,FD,CC,00,00,5C,00,00,
124370662,000001FB,false,Rx,0,2,FD,FF,00,00,00,00,00,00,
124373072,000001B4,false,Rx,0,8,01,D0,E2,F0,00,30,FC,88,
124375274,00000130,false,Rx,0,5,45,43,21,8F,44,00,00,00,
124376805,000000AA,false,Rx,0,8,5D,53,07,00,B8,0B,94,00,
124377033,000000A8,false,Rx,0,8,00,03,21,E0,21,1F,0F,04,
124377270,000000A9,false,Rx,0,8,EC,03,79,DF,1D,C7,E0,21,
124377491,000000BA,false,Rx,0,7,08,FF,0F,00,00,55,83,00,
124379436,00000242,false,Rx,0,5,CD,FD,FF,FF,FF,00,00,00,
124380198,000000B6,false,Rx,0,5,09,09,80,00,C8,00,00,00,
124380425,000000C4,false,Rx,0,7,D1,FD,FC,00,00,FF,F1,00,
124380646,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
124380866,0000019E,false,Rx,0,8,00,E0,3F,FC,FE,41,05,01,
124381090,000001A0,false,Rx,0,8,00,80,00,D0,FF,FF,9F,92,
124381318,000002B2,false,Rx,0,8,05,05,05,05,50,00,00,04,
124386838,000000AA,false,Rx,0,8,5E,54,07,00,B8,0B,94,00,
124387136,000000A8,false,Rx,0,8,02,04,21,E0,21,1F,0F,04,
124387141,000000A9,false,Rx,0,8,ED,04,79,DF,1D,C7,E0,21,
124387390,000000BA,false,Rx,0,7,08,FF,0F,00,00,56,84,00,
124390234,000000C4,false,Rx,0,7,D1,FD,FC,00,00,FF,F1,00,
124396669,000000AA,false,Rx,0,8,5F,55,07,00,B8,0B,94,00,
124396896,000000A8,false,Rx,0,8,03,05,21,E0,21,1F,0F,04,
124397339,000000A9,false,Rx,0,8,EE,05,79,DF,1D,C7,E0,21,
124397344,000000BA,false,Rx,0,7,08,FF,0F,00,00,57,85,00,
124400118,000000B6,false,Rx,0,5,0A,0A,80,00,C8,00,00,00,
124400345,000000C4,false,Rx,0,7,D1,FD,FC,00,00,FF,F1,00,
124400566,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
124400787,0000019E,false,Rx,0,8,00,E0,3F,FC,FE,41,05,01,
124401007,000001A0,false,Rx,0,8,00,80,00,D0,FF,FF,AF,A2,
124401237,000001D0,false,Rx,0,8,3C,78,62,C3,9C,9E,CD,82,
124401458,000002B2,false,Rx,0,8,05,05,05,05,50,00,00,04,
124406795,000000AA,false,Rx,0,8,60,56,07,00,B8,0B,94,00,
124407015,000000A8,false,Rx,0,8,04,06,21,E0,21,1F,0F,04,
124407245,000000A9,false,Rx,0,8,EF,06,79,DF,1D,C7,E0,21,
124407465,000000BA,false,Rx,0,7,08,FF,0F,00,00,58,86,00,
124410281,000000C4,false,Rx,0,7,D1,FD,FC,00,00,FF,F1,00,
124410286,000001D6,false,Rx,0,2,FF,F3,00,00,00,00,00,00,
124416673,000000AA,false,Rx,0,8,61,57,07,00,B8,0B,94,00,
124416916,000000A8,false,Rx,0,8,05,07,21,E0,21,1F,0F,04,
124417146,000000A9,false,Rx,0,8,F0,07,79,DF,1D,C7,E0,21,
124417382,000000BA,false,Rx,0,7,08,FF,0F,00,00,59,87,00,
124420154,000000B6,false,Rx,0,5,0B,0B,80,00,C8,00,00,00,
124420381,000000C4,false,Rx,0,7,D1,FD,FC,00,00,FF,F1,00,
124420600,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
124421001,0000019E,false,Rx,0,8,00,E0,3F,FC,FE,41,05,01,
124421229,000001A0,false,Rx,0,8,00,80,00,D0,FF,FF,BF,B2,
124421450,000002B2,false,Rx,0,8,05,05,05,05,50,00,00,04,
124426799,000000AA,false,Rx,0,8,62,58,07,00,B8,0B,94,00,
124427019,000000A8,false,Rx,0,8,06,08,21,E0,21,1F,0F,04,
124427248,000000A9,false,Rx,0,8,F1,08,79,DF,1D,C7,E0,21,
124427468,000000BA,false,Rx,0,7,08,FF,0F,00,00,5A,88,00,
124430262,000000C4,false,Rx,0,7,D1,FD,FC,00,00,FF,F1,00,
30670,000000AA,false,Rx,0,8,63,59,07,00,B8,0B,94,00,
30899,000000A8,false,Rx,0,8,07,09,21,E0,21,1F,0F,04,
31132,000000A9,false,Rx,0,8,F2,09,79,DF,1D,C7,E0,21,
31376,000000BA,false,Rx,0,7,08,FF,0F,00,00,5B,89,00,
34240,000000B6,false,Rx,0,5,0C,0C,80,00,C8,00,00,00,
34460,000000C4,false,Rx,0,7,D1,FD,FC,00,00,FF,F1,00,
34680,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
34900,0000019E,false,Rx,0,8,00,E0,3F,FC,FE,41,05,01,
35122,000001A0,false,Rx,0,8,00,80,00,B0,FF,FF,CF,A2,
