Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
40226516,00000357,false,Rx,0,8,00,00,00,02,D3,01,00,00,
40227878,00000423,false,Rx,0,8,07,1D,00,02,5D,80,5D,D8,
40228103,00000358,false,Rx,0,8,89,36,62,01,8E,01,00,00,
40228328,00000155,false,Rx,0,8,57,47,C1,54,55,48,02,C6,
40238197,00000155,false,Rx,0,8,57,47,C1,54,55,48,02,C6,
40238425,00000424,false,Rx,0,8,11,40,56,82,3D,6C,55,3F,
40238658,00000425,false,Rx,0,8,24,BA,44,9C,42,1C,ED,0C,
40243402,00000377,false,Rx,0,8,05,9D,03,39,3E,3C,3F,22,
40247211,00000445,false,Rx,0,7,80,55,55,65,04,82,00,00,
40248194,00000155,false,Rx,0,8,57,47,C1,54,55,48,02,C6,
40253497,0000038A,false,Rx,0,8,3C,3B,01,00,04,00,00,00,
40258104,00000155,false,Rx,0,8,57,47,C1,54,55,48,02,C6,
40263411,00000377,false,Rx,0,8,05,9D,03,3E,3E,3C,3F,22,
40268341,00000155,false,Rx,0,8,57,47,C1,54,55,48,02,C6,
40273401,00000389,false,Rx,0,8,B1,00,00,3B,3B,40,00,00,
40278217,00000155,false,Rx,0,8,57,47,C1,54,55,48,02,C8,
40283342,00000377,false,Rx,0,8,05,9D,03,39,3E,3C,3F,22,
40288283,00000155,false,Rx,0,8,57,47,C1,54,55,48,02,C4,
40293379,00000569,false,Rx,0,8,AA,C0,80,02,00,00,00,00,
40298169,00000155,false,Rx,0,8,57,47,C1,54,55,48,02,C6,
40303474,00000377,false,Rx,0,8,05,9D,03,39,3E,3C,3F,22,
40308225,00000155,false,Rx,0,8,57,47,C1,54,55,48,02,C6,
40313474,00000568,false,Rx,0,8,00,02,80,0A,00,00,A8,AA,
40318090,00000155,false,Rx,0,8,57,47,C1,54,55,48,02,C5,
40323396,00000377,false,Rx,0,8,05,9D,03,39,3E,3C,3F,22,
40324009,00000398,false,Rx,0,8,00,00,00,39,38,00,09,00,
40326303,00000109,false,Rx,0,8,00,00,00,00,00,00,00,00,
40326531,00000357,false,Rx,0,8,00,00,00,02,D3,01,00,00,
40327892,00000423,false,Rx,0,8,07,1D,00,02,5D,80,5D,D8,
40328116,00000358,false,Rx,0,8,89,36,62,01,8E,01,00,00,
40328341,00000155,false,Rx,0,8,57,47,C1,54,55,48,02,C3,
40333431,00000563,false,Rx,0,8,AA,AA,AA,AA,82,2A,00,00,
40338074,00000155,false,Rx,0,8,57,47,C0,54,55,48,02,C3,
40338306,00000424,false,Rx,0,8,11,40,56,82,3D,6C,55,3F,
40338533,00000425,false,Rx,0,8,24,BA,44,9C,42,1A,ED,0C,
40343475,00000377,false,Rx,0,8,05,9D,03,39,3E,3C,3F,22,
40347283,00000445,false,Rx,0,7,80,55,55,65,04,82,00,00,
40348267,00000155,false,Rx,0,8,57,47,C1,54,55,48,02,C3,
40353381,0000038A,false,Rx,0,8,3C,3B,01,00,04,00,00,00,
40358232,00000155,false,Rx,0,8,57,47,C1,54,55,48,02,C3,
40363348,00000377,false,Rx,0,8,05,9D,03,39,3E,3C,3F,22,
40368103,00000155,false,Rx,0,8,57,47,C1,54,55,48,02,C4,
40373343,00000389,false,Rx,0,8,B1,00,00,3B,3B,40,00,00,
40378176,00000155,false,Rx,0,8,57,47,C1,54,55,48,02,C4,
40383475,00000377,false,Rx,0,8,05,9D,03,39,3E,3C,3F,22,
40388106,00000155,false,Rx,0,8,57,47,C1,54,55,48,02,C4,
40393375,00000664,false,Rx,0,8,02,83,06,32,F3,00,00,00,
40398167,00000155,false,Rx,0,8,57,47,C1,54,55,48,02,C4,
40403467,00000377,false,Rx,0,8,05,9D,03,39,3E,3C,3F,22,
40408216,00000155,false,Rx,0,8,57,47,C1,54,55,48,02,C4,
40413470,00000663,false,Rx,0,8,00,39,34,38,31,41,30,31,
40418117,00000155,false,Rx,0,8,57,47,C1,54,55,48,02,C4,
40423418,00000377,false,Rx,0,8,05,9D,03,39,3E,3C,3F,22,
40424028,00000398,false,Rx,0,8,00,00,00,39,38,00,09,00,
40426322,00000109,false,Rx,0,8,00,00,00,00,00,00,00,00,
40426555,00000357,false,Rx,0,8,00,00,00,02,D3,01,00,00,
40427913,00000423,false,Rx,0,8,07,1D,00,02,5D,80,5D,D8,
40428138,00000358,false,Rx,0,8,89,36,62,01,8E,01,00,00,
40428363,00000155,false,Rx,0,8,57,47,C1,54,55,48,02,C5,
40438189,00000155,false,Rx,0,8,57,47,C1,54,55,48,02,C5,
40438418,00000424,false,Rx,0,8,11,40,56,82,3D,6C,55,3F,
40438650,00000425,false,Rx,0,8,24,BA,44,9C,42,1C,ED,0C,
40443424,00000377,false,Rx,0,8,05,9D,03,39,3E,3C,3F,22,
40447221,00000445,false,Rx,0,7,80,55,55,65,04,82,00,00,
40448201,00000155,false,Rx,0,8,57,47,C1,54,55,48,02,C5,
40453478,0000038A,false,Rx,0,8,3C,3B,01,00,04,00,00,00,
40458155,00000155,false,Rx,0,8,57,47,C1,54,55,48,02,C5,
40463466,00000377,false,Rx,0,8,05,9D,03,39,3E,3C,3F,22,
40468216,00000155,false,Rx,0,8,57,47,C1,54,55,48,02,C4,
40473486,00000389,false,Rx,0,8,B1,00,00,3B,3B,40,00,00,
40478101,00000155,false,Rx,0,8,57,47,C1,54,55,48,02,C2,
40483410,00000377,false,Rx,0,8,05,9D,03,39,3E,3C,3F,22,
40488112,00000155,false,Rx,0,8,57,47,C1,54,55,48,02,C6,
40493331,00000569,false,Rx,0,8,AA,C0,80,02,00,00,00,00,
40498185,00000155,false,Rx,0,8,57,47,C1,54,55,48,02,C2,
40503475,00000377,false,Rx,0,8,05,9D,03,39,3E,3C,3F,22,
40508224,00000155,false,Rx,0,8,57,47,C1,54,55,48,02,C3,
40513422,00000568,false,Rx,0,8,00,02,80,0A,00,00,A8,AA,
40518113,00000155,false,Rx,0,8,57,47,C1,54,55,48,02,C6,
40523413,00000377,false,Rx,0,8,05,9D,03,39,3E,3C,3F,22,
40524025,00000398,false,Rx,0,8,00,00,00,39,38,00,09,00,
40526323,00000109,false,Rx,0,8,00,00,00,00,00,00,00,00,
40526555,00000357,false,Rx,0,8,00,00,00,02,D3,01,00,00,
40527914,00000423,false,Rx,0,8,07,1D,00,02,5D,80,5D,D8,
40528139,00000358,false,Rx,0,8,89,36,62,01,8E,01,00,00,
40528365,00000155,false,Rx,0,8,57,47,C1,54,55,48,02,C6,
40533587,00000563,false,Rx,0,8,AA,AA,AA,AA,82,2A,00,00,
40538065,00000155,false,Rx,0,8,57,47,C1,54,55,48,02,C6,
40538291,00000424,false,Rx,0,8,11,40,56,82,3D,6C,55,3F,
40538517,00000425,false,Rx,0,8,24,BA,44,9C,42,1C,ED,0C,
40543469,00000377,false,Rx,0,8,05,9D,03,39,3E,3C,40,22,
40547287,00000445,false,Rx,0,7,80,55,55,65,04,82,00,00,
40548270,00000155,false,Rx,0,8,57,47,C1,54,55,48,02,C5,
40553727,0000038A,false,Rx,0,8,3C,3B,01,00,04,00,00,00,
40558176,00000155,false,Rx,0,8,57,47,C1,54,55,48,02,C6,
40563472,00000377,false,Rx,0,8,05,9D,03,39,3E,3C,40,22,
40568229,00000155,false,Rx,0,8,57,47,C1,54,55,48,02,C5,
40573829,00000389,false,Rx,0,8,B1,00,00,3B,3B,40,00,00,
40578286,00000155,false,Rx,0,8,57,47,C1,54,55,48,02,C5,
40583411,00000377,false,Rx,0,8,05,9D,03,39,3E,3C,40,22,
40588163,00000155,false,Rx,0,8,57,47,C1,54,55,48,02,C4,
40598140,00000155,false,Rx,0,8,57,47,C1,54,55,48,02,C5,
40603349,00000377,false,Rx,0,8,05,9D,03,39,3E,3C,40,22,
40608281,00000155,false,Rx,0,8,57,47,C1,54,55,48,02,C5,
40618156,00000155,false,Rx,0,8,57,47,C1,54,55,48,02,C5,
40623415,00000377,false,Rx,0,8,05,9D,03,39,3E,3C,40,22,
40624030,00000398,false,Rx,0,8,00,00,00,39,38,00,09,00,
40626325,00000109,false,Rx,0,8,00,00,00,00,00,00,00,00,
40626558,00000357,false,Rx,0,8,00,00,00,02,D3,01,00,00,
40627919,00000423,false,Rx,0,8,07,1D,00,02,5D,80,5D,D8,
40628144,00000358,false,Rx,0,8,89,36,62,01,8E,01,00,00,
40628369,00000155,false,Rx,0,8,57,47,C1,54,55,48,02,C5,
40638304,00000155,false,Rx,0,8,57,47,C1,54,55,48,02,C4,
40638311,00000424,false,Rx,0,8,11,40,56,82,3D,6C,55,3F,
40638541,00000425,false,Rx,0,8,24,BA,44,9C,42,1C,ED,0C,
40643469,00000377,false,Rx,0,8,05,9D,03,39,3E,3C,40,22,
