Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
188908,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
188913,0000019E,false,Rx,0,8,00,EA,AF,FC,FE,61,00,97,
188918,000001A0,false,Rx,0,8,00,80,00,00,80,00,88,2B,
188923,000002B2,false,Rx,0,8,00,00,00,00,00,80,00,04,
188928,000001A6,false,Rx,0,8,00,00,00,00,00,00,08,FB,
197357,000000C4,false,Rx,0,7,34,0A,FC,00,00,FF,F1,00,
208975,000000B6,false,Rx,0,5,09,09,80,00,C8,00,00,00,
208980,000000C4,false,Rx,0,7,34,0A,FC,00,00,FF,F1,00,
208985,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
208990,0000019E,false,Rx,0,8,00,EA,AF,FC,FE,61,00,97,
208996,000001A0,false,Rx,0,8,00,80,00,00,80,00,98,3B,
209001,000002B2,false,Rx,0,8,00,00,00,00,00,80,00,04,
217412,000000C4,false,Rx,0,7,34,0A,FC,00,00,FF,F1,00,
227224,000000B6,false,Rx,0,5,0A,0A,80,00,C8,00,00,00,
227456,000000C4,false,Rx,0,7,34,0A,FC,00,00,FF,F1,00,
229223,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
229228,0000019E,false,Rx,0,8,00,EA,AF,FC,FE,61,00,97,
229233,000001A0,false,Rx,0,8,00,80,00,00,80,00,A8,4B,
229244,000002B2,false,Rx,0,8,00,00,00,00,00,80,00,04,
237474,000000C4,false,Rx,0,7,34,0A,FC,00,00,FF,F1,00,
237479,000001D6,false,Rx,0,2,FF,F3,00,00,00,00,00,00,
247225,000000B6,false,Rx,0,5,0B,0B,80,00,C8,00,00,00,
247457,000000C4,false,Rx,0,7,34,0A,FC,00,00,FF,F1,00,
249348,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
249353,0000019E,false,Rx,0,8,00,EA,AF,FC,FE,61,00,97,
249358,000001A0,false,Rx,0,8,00,80,00,00,80,00,B8,5B,
249363,000002B2,false,Rx,0,8,00,00,00,00,00,80,00,04,
257385,000000C4,false,Rx,0,7,34,0A,FC,00,00,FF,F1,00,
262004,00000130,false,Rx,0,5,00,03,D0,0F,E9,00,00,00,
267662,000000B6,false,Rx,0,5,0C,0C,80,00,C8,00,00,00,
267667,000000C4,false,Rx,0,7,34,0A,FC,00,00,FF,F1,00,
269381,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
269386,0000019E,false,Rx,0,8,00,EA,AF,FC,FE,61,00,97,
269391,000001A0,false,Rx,0,8,00,80,00,00,80,00,C8,6B,
269396,000002B2,false,Rx,0,8,00,00,00,00,00,80,00,04,
274484,00000497,false,Rx,0,8,29,52,FF,FF,FF,FF,FF,FF,
277464,000000C4,false,Rx,0,7,34,0A,FC,00,00,FF,F1,00,
287453,000000B6,false,Rx,0,5,0D,0D,80,00,C8,00,00,00,
287677,000000C4,false,Rx,0,7,34,0A,FC,00,00,FF,F1,00,
289396,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
289402,0000019E,false,Rx,0,8,00,EA,AF,FC,FE,61,00,97,
289407,000001A0,false,Rx,0,8,00,80,00,00,80,00,D8,7B,
289412,000002B2,false,Rx,0,8,00,00,00,00,00,80,00,04,
289417,000001A6,false,Rx,0,8,00,00,00,00,00,00,98,FC,
297451,000000C4,false,Rx,0,7,34,0A,FC,00,00,FF,F1,00,
307386,000000B6,false,Rx,0,5,0E,0E,80,00,C8,00,00,00,
307610,000000C4,false,Rx,0,7,34,0A,FC,00,00,FF,F1,00,
307834,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
309510,0000019E,false,Rx,0,8,00,EA,AF,FC,FE,61,00,97,
309516,000001A0,false,Rx,0,8,00,80,00,00,80,00,E8,8B,
309521,000002B2,false,Rx,0,8,00,00,00,00,00,80,00,04,
317375,000000C4,false,Rx,0,7,34,0A,FC,00,00,FF,F1,00,
327407,000000B6,false,Rx,0,5,FF,00,80,00,C8,00,00,00,
327712,000000C4,false,Rx,0,7,34,0A,FC,00,00,FF,F1,00,
327717,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
329710,0000019E,false,Rx,0,8,00,EA,AF,FC,FE,61,00,97,
329715,000001A0,false,Rx,0,8,00,80,00,00,80,00,08,AA,
329720,000002B2,false,Rx,0,8,00,00,00,00,00,80,00,04,
337359,000000C4,false,Rx,0,7,34,0A,FC,00,00,FF,F1,00,
337583,000001D6,false,Rx,0,2,FF,F3,00,00,00,00,00,00,
347343,000000B6,false,Rx,0,5,00,01,80,00,C8,00,00,00,
347571,000000C4,false,Rx,0,7,34,0A,FC,00,00,FF,F1,00,
347794,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
348019,0000019E,false,Rx,0,8,00,EA,AF,FC,FE,61,00,97,
349660,000001A0,false,Rx,0,8,00,80,00,00,80,00,18,BA,
349665,000002B2,false,Rx,0,8,00,00,00,00,00,80,00,04,
357332,000000C4,false,Rx,0,7,34,0A,FC,00,00,FF,F1,00,
361950,00000130,false,Rx,0,5,00,03,D0,0F,FA,00,00,00,
367305,000000B6,false,Rx,0,5,02,02,80,00,C8,00,00,00,
367529,000000C4,false,Rx,0,7,34,0A,FC,00,00,FF,F1,00,
367938,000000CE,false,Rx,0,8,00,00,00,00,00,00,00,00,
368163,0000019E,false,Rx,0,8,00,EA,AF,FC,FE,61,00,97,
